cve_id,schema_version,date_generated,kev_vulnerability_name,kev_date_added,kev_day_added,kev_date_due,kev_days_allotted,kev_short_deadline,kev_ransomware,cvss_version,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_scope,cvss_user_interaction,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_vector_string,cvss_base_score,cvss_base_severity,ssvc_exploitation,ssvc_automatable,ssvc_technical_impact,epss_today,epss_percentile,epss_delta,attck_technique_count,attck_capability_groups,has_metasploit,metasploit_module_count,min_metasploit_delta,has_nuclei,nuclei_template_count,min_nuclei_delta
CVE-2010-4344,1.0.0-dev,2025-12-29T18:06:39.877Z,Exim Heap-Based Buffer Overflow,2022-03-25,Friday,2022-04-15,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.61461,0.9824,0.0,0,"",true,1,-4123,false,0,
CVE-2010-4345,1.0.0-dev,2025-12-29T18:06:39.876Z,Exim Privilege Escalation,2022-03-25,Friday,2022-04-15,21,false,false,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.04024,0.88115,0.0,0,"",true,1,-4123,false,0,
CVE-2010-4398,1.0.0-dev,2025-12-29T18:06:39.757Z,Microsoft Windows Kernel Stack-Based Buffer Overflow,2022-03-28,Monday,2022-04-21,24,false,false,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.11084,0.93215,0.0,0,"",false,0,,false,0,
CVE-2010-5326,1.0.0-dev,2025-12-29T18:06:40.712Z,SAP NetWeaver Remote Code Execution,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,CHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,10.0,CRITICAL,active,yes,total,0.18996,0.95113,0.0,0,"",false,0,,false,0,
CVE-2010-5330,1.0.0-dev,2025-12-29T18:06:39.636Z,Ubiquiti AirOS Command Injection,2022-04-15,Friday,2022-05-06,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.56481,0.98011,0.0,0,"",false,0,,false,0,
CVE-2011-0609,1.0.0-dev,2025-12-29T18:06:39.433Z,Adobe Flash Player Unspecified,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.92079,0.99689,0.0,0,"",true,1,-4095,false,0,
CVE-2011-0611,1.0.0-dev,2025-12-29T18:06:40.090Z,Adobe Flash Player Remote Code Execution,2022-03-03,Thursday,2022-03-24,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.93698,0.99834,0.0,2,code_execution,true,1,-3974,false,0,
CVE-2011-1823,1.0.0-dev,2025-12-29T18:06:39.311Z,Android OS Privilege Escalation,2022-09-08,Thursday,2022-09-29,21,false,false,3.1,LOCAL,LOW,LOW,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.44847,0.97448,0.0,0,"",false,0,,false,0,
CVE-2011-1889,1.0.0-dev,2025-12-29T18:06:40.088Z,Microsoft Forefront TMG Remote Code Execution,2022-03-03,Thursday,2022-03-24,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.87578,0.99429,0.0,0,"",false,0,,false,0,
CVE-2011-2005,1.0.0-dev,2025-12-29T18:06:39.755Z,Microsoft Ancillary Function Driver (afd.sys) Improper Input Validation,2022-03-28,Monday,2022-04-18,21,false,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.67089,0.98491,0.0,0,"",false,0,,false,0,
CVE-2011-2462,1.0.0-dev,2025-12-29T18:06:39.431Z,Adobe Reader and Acrobat Universal 3D Memory Corruption,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.92193,0.99698,0.0,1,memory_mgmt,true,1,-3808,false,0,
CVE-2011-3402,1.0.0-dev,2025-12-29T18:06:38.125Z,Microsoft Windows Remote Code Execution,2025-10-06,Monday,2025-10-27,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.89217,0.99515,0.0,0,"",true,1,-5079,false,0,
CVE-2011-3544,1.0.0-dev,2025-12-29T18:06:40.086Z,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution,2022-03-03,Thursday,2022-03-24,21,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.92955,0.99762,0.0,0,"",true,1,-3746,false,0,
CVE-2011-4723,1.0.0-dev,2025-12-29T18:06:39.309Z,D-Link DIR-300 Router Cleartext Storage of a Password,2022-09-08,Thursday,2022-09-29,21,false,false,3.1,ADJACENT,LOW,LOW,UNCHANGED,NONE,HIGH,NONE,NONE,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,5.7,MEDIUM,active,no,partial,0.12726,0.93756,0.0,0,"",false,0,,false,0,
CVE-2012-0151,1.0.0-dev,2025-12-29T18:06:39.426Z,Microsoft Windows Authenticode Signature Verification Remote Code Execution,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.8664,0.99388,0.0,0,"",false,0,,false,0,
CVE-2012-0158,1.0.0-dev,2025-12-29T18:06:40.596Z,Microsoft MSCOMCTL.OCX Remote Code Execution,2021-11-03,Wednesday,2022-05-03,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,HIGH,active,no,total,0.94295,0.99938,0.0,0,"",true,1,-3481,false,0,
CVE-2012-0391,1.0.0-dev,2025-12-29T18:06:40.185Z,Apache Struts 2 Improper Input Validation,2022-01-21,Friday,2022-07-21,181,false,false,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.89613,0.99535,0.00095,0,"",true,1,-3519,false,0,
CVE-2012-0507,1.0.0-dev,2025-12-29T18:06:40.084Z,Oracle Java SE Runtime Environment (JRE) Arbitrary Code Execution,2022-03-03,Thursday,2022-03-24,21,false,true,3.1,NETWORK,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CRITICAL,active,yes,total,0.93653,0.9983,0.0,0,"",true,1,-3626,false,0,
CVE-2012-0518,1.0.0-dev,2025-12-29T18:06:39.754Z,Oracle Fusion Middleware Unspecified,2022-03-28,Monday,2022-04-18,21,false,false,3.1,NETWORK,LOW,NONE,CHANGED,REQUIRED,NONE,LOW,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N,4.7,MEDIUM,active,no,partial,0.24255,0.95899,0.0,0,"",false,0,,false,0,
CVE-2012-0754,1.0.0-dev,2025-12-29T18:06:39.424Z,Adobe Flash Player Memory Corruption,2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.92787,0.99749,0.0,2,memory_corruption,true,1,-3744,false,0,
CVE-2012-0767,1.0.0-dev,2025-12-29T18:06:39.422Z,Adobe Flash Player Cross-Site Scripting (XSS),2022-06-08,Wednesday,2022-06-22,14,true,false,3.1,NETWORK,LOW,NONE,CHANGED,REQUIRED,LOW,LOW,NONE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,MEDIUM,active,no,partial,0.08125,0.91867,0.0,4,xss,false,0,,false,0,
CVE-2012-1535,1.0.0-dev,2025-12-29T18:06:40.082Z,Adobe Flash Player Arbitrary Code Execution,2022-03-03,Thursday,2022-03-24,21,false,false,3.1,LOCAL,LOW,NONE,UNCHANGED,REQUIRED,HIGH,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,HIGH,active,no,total,0.92048,0.99686,0.0,2,code_execution,true,1,-3485,false,0,
